CODGEO;LIBGEO;SEXE1_AGEPYR1000;SEXE1_AGEPYR1003;SEXE1_AGEPYR1006;SEXE1_AGEPYR1011;SEXE1_AGEPYR1018;SEXE1_AGEPYR1025;SEXE1_AGEPYR1040;SEXE1_AGEPYR1055;SEXE1_AGEPYR1065;SEXE1_AGEPYR1080;SEXE2_AGEPYR1000;SEXE2_AGEPYR1003;SEXE2_AGEPYR1006;SEXE2_AGEPYR1011;SEXE2_AGEPYR1018;SEXE2_AGEPYR1025;SEXE2_AGEPYR1040;SEXE2_AGEPYR1055;SEXE2_AGEPYR1065;SEXE2_AGEPYR1080;population;LIBGEO2
91129;Cerny;54;65;121;138;141;264;361;248;201;58;55;51;113;127;99;274;359;244;226;117;3316;cerny
91130;Chalo-Saint-Mars;11;16;41;44;30;69;141;78;82;18;12;23;32;65;31;76;135;85;80;24;1093;chalo saint mars
91131;Chalou-Moulineux;5;8;15;24;9;29;58;39;26;4;8;12;18;20;6;32;45;44;22;6;430;chalou moulineux
91132;Chamarande;13;15;43;52;47;104;142;71;47;27;13;22;46;65;52;101;131;78;56;22;1147;chamarande
91135;Champcueil;36;35;91;142;123;211;278;174;186;103;39;47;89;128;100;192;298;167;211;217;2867;champcueil
91136;Champlan;54;57;86;162;154;234;322;165;140;39;34;47;99;131;123;225;343;155;163;64;2797;champlan
91137;Champmotteux;10;6;16;25;6;30;54;22;13;3;3;13;21;14;15;30;42;21;16;7;367;champmotteux
91145;Chatignonville;1;1;0;1;3;3;9;7;4;0;2;2;1;2;1;5;8;7;2;1;60;chatignonville
91148;Chauffour-lès-Étréchy;3;2;10;6;6;7;20;9;6;3;1;7;2;4;3;14;14;8;7;2;134;chauffour les etrechy
91156;Cheptainville;38;43;88;101;83;192;230;102;97;21;41;53;69;100;67;212;239;101;104;32;2013;cheptainville
91159;Chevannes;26;29;68;108;67;135;204;120;73;16;29;34;60;74;58;139;216;118;73;25;1672;chevannes
91161;Chilly-Mazarin;558;486;707;808;709;2357;2005;946;820;301;514;510;667;824;783;2511;1993;1052;1065;517;20133;chilly mazarin
91174;Corbeil-Essonnes;1477;1414;1900;2097;2189;6376;4853;2293;1963;584;1417;1254;1926;2142;2611;6667;4453;2282;2090;1062;51050;corbeil essonnes
91175;Corbreuse;15;26;71;87;60;125;204;102;100;36;19;37;59;97;66;144;206;104;117;75;1750;corbreuse
91179;Le Coudray-Montceaux;89;97;202;273;197;431;544;260;207;66;93;96;188;299;175;479;544;250;255;153;4898;le coudray montceaux
91180;Courances;4;4;11;15;5;25;38;41;26;2;2;7;10;14;5;24;47;29;26;6;341;courances
91184;Courdimanche-sur-Essonne;1;1;10;14;5;20;30;24;22;8;3;6;9;13;6;16;28;18;24;5;263;courdimanche sur essonne
91186;Courson-Monteloup;8;12;16;25;16;51;64;47;33;3;12;8;20;28;25;54;69;39;41;9;580;courson monteloup
91191;Crosne;182;217;317;450;330;881;920;471;440;108;187;219;325;404;361;989;986;587;496;240;9110;crosne
91195;Dannemois;5;10;20;44;30;63;109;64;57;18;9;10;25;39;23;62;109;50;57;20;824;dannemois
91198;D'Huison-Longueville;22;30;50;88;58;127;187;105;90;19;23;24;39;74;48;115;199;93;90;34;1515;d'huison longueville
91200;Dourdan;209;231;379;530;409;921;1067;551;535;219;194;201;402;480;421;1023;1190;630;676;436;10704;dourdan
91201;Draveil;570;579;973;1591;1285;2299;2884;1705;1432;734;546;585;954;1415;1177;2433;3302;1737;1822;1254;29277;draveil
91204;Écharcon;12;17;18;38;31;60;93;57;51;8;10;13;27;42;24;71;111;59;37;12;791;echarcon
91207;Égly;108;144;228;268;219;515;571;311;266;80;137;127;251;267;239;565;579;311;324;134;5644;egly
91215;Épinay-sous-Sénart;366;359;626;695;583;1099;1165;588;473;110;339;380;557;671;638;1402;1273;647;584;206;12761;epinay sous senart
91216;Épinay-sur-Orge;168;181;386;531;415;1108;1186;707;565;225;197;175;281;525;455;1076;1235;630;645;475;11166;epinay sur orge
91223;Étampes;570;607;835;1120;1085;2442;2511;1257;999;346;495;550;907;1288;1187;2572;2332;1321;1266;732;24422;etampes
91225;Étiolles;35;43;107;154;123;218;342;226;205;72;43;52;96;150;125;234;383;233;236;81;3158;etiolles
91226;Étréchy;97;108;185;295;262;521;655;345;481;192;82;101;180;265;239;529;725;386;567;314;6529;etrechy
91228;Évry-Courcouronnes;1818;1804;2887;3162;3973;7370;6218;3290;2237;531;1720;1714;2737;3217;3785;8383;6165;3584;2616;879;68090;evry courcouronnes
91232;La Ferté-Alais;62;76;140;222;162;324;464;225;190;37;50;57;128;202;139;347;486;221;223;126;3881;la ferte alais
91235;Fleury-Mérogis;272;230;274;420;1431;2875;1449;396;179;34;237;221;291;302;416;1220;666;279;169;71;11432;fleury merogis
91240;Fontaine-la-Rivière;5;2;6;7;11;21;26;14;17;2;4;6;6;10;12;25;19;24;10;4;231;fontaine la riviere
91243;Fontenay-lès-Briis;28;53;77;96;92;190;248;145;94;17;35;38;70;112;86;167;263;138;98;28;2075;fontenay les briis
91244;Fontenay-le-Vicomte;12;22;46;78;67;88;161;75;57;9;14;21;32;73;49;95;176;67;58;14;1214;fontenay le vicomte
91247;La Forêt-le-Roi;5;9;22;32;30;30;73;30;25;7;8;5;18;34;14;36;74;28;33;10;523;la foret le roi
91248;La Forêt-Sainte-Croix;3;1;6;9;4;11;20;10;7;2;5;6;5;13;7;17;13;11;11;1;162;la foret sainte croix
91249;Forges-les-Bains;80;80;140;192;148;358;450;251;184;28;64;84;144;186;144;343;453;267;175;45;3816;forges les bains
91272;Gif-sur-Yvette;287;343;670;1081;1770;1398;2237;1219;1339;400;264;326;586;964;901;1396;2369;1258;1496;621;20925;gif sur yvette
91273;Gironville-sur-Essonne;17;14;32;45;27;71;92;41;40;9;14;15;23;50;23;61;91;39;44;14;762;gironville sur essonne
91274;Gometz-la-Ville;30;29;70;76;62;125;182;86;77;10;26;25;63;71;55;148;174;79;79;15;1482;gometz la ville
91275;Gometz-le-Châtel;38;57;96;125;107;208;295;137;143;39;32;48;113;122;106;248;282;153;171;55;2575;gometz le chatel
91284;Les Granges-le-Roi;26;35;44;77;27;98;137;59;82;20;20;23;56;72;35;102;131;78;65;25;1212;les granges le roi
91286;Grigny;965;868;1514;1756;1441;2816;2859;1205;736;184;949;1030;1355;1661;1506;3128;2695;1117;865;310;28960;grigny
91292;Guibeville;13;15;20;50;40;56;107;47;21;2;20;12;22;36;34;56;99;44;16;3;713;guibeville
91293;Guigneville-sur-Essonne;20;16;32;60;36;74;101;70;59;12;15;24;36;61;35;77;113;68;51;10;970;guigneville sur essonne
91294;Guillerval;13;19;27;35;29;60;115;52;52;8;16;17;37;41;19;71;95;44;52;15;817;guillerval
91312;Igny;155;157;351;556;445;790;1180;549;534;216;162;212;274;483;437;810;1122;528;646;317;9924;igny
91315;Itteville;112;103;273;368;288;569;767;433;355;67;108;114;230;352;201;598;794;440;349;111;6632;itteville
91318;Janville-sur-Juine;28;36;64;99;91;155;250;118;125;28;31;39;47;83;67;156;225;139;128;54;1963;janville sur juine
91319;Janvry;11;19;24;33;20;40;81;44;30;8;15;10;30;34;13;50;83;41;38;13;637;janvry
91326;Juvisy-sur-Orge;413;371;487;564;627;2107;1470;765;716;291;355;332;448;588;697;2227;1483;875;900;624;16340;juvisy sur orge
91330;Lardy;80;98;177;345;245;401;713;321;238;159;61;89;159;290;228;412;745;290;298;165;5514;lardy
91332;Leudeville;27;30;61;73;59;125;159;94;81;25;23;18;54;69;47;137;154;89;70;57;1452;leudeville
91333;Leuville-sur-Orge;89;89;163;203;220;364;540;257;158;48;78;86;145;230;217;428;549;249;152;120;4385;leuville sur orge
91338;Limours;95;116;212;347;261;534;730;434;419;105;94;121;206;307;259;547;751;470;502;184;6694;limours
91339;Linas;133;163;260;377;330;729;781;368;318;68;130;149;229;327;255;705;710;393;339;119;6883;linas
91340;Lisses;145;174;323;445;318;590;813;454;388;60;92;142;271;411;254;688;876;502;474;121;7541;lisses
91345;Longjumeau;462;423;836;1027;913;2091;2193;1188;969;303;514;535;799;923;877;2240;2251;1216;1259;599;21618;longjumeau
91347;Longpont-sur-Orge;87;99;193;318;268;490;767;347;359;96;96;98;209;337;276;543;771;389;433;186;6362;longpont sur orge
91359;Maisse;53;51;96;116;90;258;283;195;126;57;48;46;99;121;74;241;295;180;168;128;2725;maisse
91363;Marcoussis;124;147;281;473;384;663;910;499;410;131;115;151;279;400;309;703;923;482;489;264;8137;marcoussis
91374;Marolles-en-Beauce;4;1;8;15;7;20;24;18;11;7;2;8;7;8;10;17;23;20;12;5;227;marolles en beauce
91376;Marolles-en-Hurepoix;88;96;194;247;189;470;603;289;321;72;97;102;168;268;205;485;629;304;353;120;5300;marolles en hurepoix
91377;Massy;1283;1194;1690;1944;2196;6507;4781;2256;2026;783;1331;1093;1663;1889;2171;6807;4486;2261;2360;1203;49924;massy
91378;Mauchamps;2;3;10;18;12;17;34;19;23;0;4;3;9;16;10;20;31;19;19;7;276;mauchamps
91386;Mennecy;226;277;515;779;609;1139;1584;791;782;187;256;246;462;737;536;1310;1674;917;823;320;14170;mennecy
91390;Le Mérévillois;53;58;112;187;90;247;374;242;239;77;43;49;118;160;83;256;364;262;238;127;3379;le merevillois
91393;Mérobert;9;14;34;22;12;58;78;44;23;5;8;21;24;35;14;68;53;38;30;12;602;merobert
91399;Mespuits;3;8;14;10;3;20;18;18;6;7;2;9;5;10;2;25;20;14;9;5;208;mespuits
91405;Milly-la-Forêt;56;66;147;215;130;324;467;321;375;124;62;60;112;205;132;340;488;341;441;263;4669;milly la foret
91408;Moigny-sur-École;11;21;34;68;47;77;154;123;63;20;14;14;37;62;50;88;170;100;69;40;1262;moigny sur ecole
91411;Les Molières;30;28;67;102;81;143;221;141;119;37;18;22;81;120;64;139;229;142;132;41;1957;les molieres
91412;Mondeville;16;19;16;33;17;69;79;52;44;15;13;9;30;21;29;57;75;56;47;15;712;mondeville
91414;Monnerville;6;7;14;26;14;36;50;27;21;5;9;6;11;15;10;34;48;21;16;10;386;monnerville
91421;Montgeron;464;431;807;1207;1005;1967;2488;1396;1365;444;452;501;756;1048;961;2355;2582;1372;1525;847;23973;montgeron
91425;Montlhéry;150;167;269;366;293;799;817;404;369;113;119;132;258;336;290;830;795;421;430;204;7562;montlhery
91432;Morangis;305;320;486;578;605;1204;1453;740;705;239;258;296;428;621;583;1418;1375;761;781;410;13566;morangis
91433;Morigny-Champigny;75;84;117;215;127;323;480;245;347;94;73;67;117;232;156;330;477;291;361;155;4366;morigny champigny
91434;Morsang-sur-Orge;507;476;792;1048;817;1786;2304;1179;983;360;439;454;645;967;773;2101;2411;1315;1173;617;21147;morsang sur orge
91435;Morsang-sur-Seine;4;7;11;29;32;31;69;58;40;10;2;9;13;18;17;36;72;38;30;13;539;morsang sur seine
91441;Nainville-les-Roches;6;6;6;14;18;40;53;45;27;9;11;8;11;20;9;39;56;44;23;11;456;nainville les roches
91457;La Norville;72;77;153;215;142;311;459;279;247;55;71;76;128;208;149;325;444;343;247;89;4090;la norville
91458;Nozay;80;103;182;322;213;421;593;232;175;28;67;96;179;268;162;440;653;260;197;67;4738;nozay
91461;Ollainville;73;111;198;250;277;460;497;291;217;70;68;98;159;243;179;444;486;267;251;93;4732;ollainville
91463;Oncy-sur-École;15;12;38;43;40;58;115;78;71;27;8;26;28;53;30;67;127;72;87;30;1025;oncy sur ecole
91468;Ormoy;42;40;109;108;91;182;243;106;68;18;36;42;96;120;74;207;245;91;76;26;2020;ormoy
91469;Ormoy-la-Rivière;15;21;32;43;43;62;109;75;59;12;11;21;24;44;36;72;113;64;59;19;934;ormoy la riviere
91471;Orsay;215;222;527;918;1391;1514;1606;851;867;375;178;201;394;635;1135;1339;1654;906;1064;685;16677;orsay
91473;Orveau;6;3;6;8;14;14;29;14;7;1;2;5;6;5;11;18;29;12;4;3;197;orveau
91477;Palaiseau;707;610;826;1497;3033;3820;3070;1713;1465;505;679;591;912;1391;1854;3544;3270;1946;1883;803;34119;palaiseau
91479;Paray-Vieille-Poste;120;122;205;323;276;553;800;466;478;198;101;117;227;312;309;648;818;477;545;315;7410;paray vieille poste
91482;Pecqueuse;4;10;23;31;14;39;70;46;42;4;7;10;13;24;20;41;70;42;38;12;560;pecqueuse
91494;Le Plessis-Pâté;75;72;142;230;229;387;430;224;220;45;68;87;131;178;175;390;439;246;256;57;4081;le plessis pate
91495;Plessis-Saint-Benoist;10;4;15;17;11;25;37;19;17;3;5;6;12;21;3;30;40;16;18;9;318;plessis saint benoist
91507;Prunay-sur-Essonne;5;3;12;12;10;16;35;27;17;11;7;5;12;11;6;18;38;23;18;13;299;prunay sur essonne
91508;Puiselet-le-Marais;4;4;9;14;11;18;32;26;19;3;2;3;13;10;9;25;30;14;27;4;277;puiselet le marais
91511;Pussay;45;69;79;108;83;172;277;117;90;59;50;50;73;108;83;227;225;114;106;115;2250;pussay
91514;Quincy-sous-Sénart;169;157;281;421;390;800;882;524;466;186;168;174;279;421;357;890;894;543;576;379;8957;quincy sous senart
91519;Richarville;10;3;14;26;7;27;47;29;43;4;2;7;12;15;10;29;46;29;35;6;401;richarville
91521;Ris-Orangis;785;700;1156;1324;1033;2703;2796;1398;1221;480;688;746;1104;1401;1115;3259;2929;1512;1579;866;28795;ris orangis
91525;Roinville;16;25;49;74;59;107;171;72;58;37;19;25;58;61;50;106;162;81;65;74;1369;roinville
91526;Roinvilliers;3;3;2;4;1;11;14;3;8;2;3;5;4;2;3;11;10;5;6;3;103;roinvilliers
91533;Saclas;39;41;62;92;53;152;229;120;86;30;32;27;45;90;44;167;205;126;94;43;1777;saclas
91534;Saclay;53;96;183;229;148;315;484;232;157;56;51;86;205;227;140;318;502;207;180;96;3965;saclay
91538;Saint-Aubin;8;4;36;35;17;49;83;36;58;15;11;12;29;41;11;56;80;53;60;9;703;saint aubin
91540;Saint-Chéron;93;87;161;247;219;408;543;305;285;88;82;105;176;247;214;428;553;328;328;148;5045;saint cheron
91544;Saint-Cyr-la-Rivière;11;10;13;22;20;50;48;44;27;12;11;7;20;17;12;47;61;36;35;14;517;saint cyr la riviere
91546;Saint-Cyr-sous-Dourdan;15;21;29;54;27;69;124;75;65;14;14;11;31;47;41;74;126;79;63;20;999;saint cyr sous dourdan
91547;Saint-Escobille;13;16;19;31;24;55;58;32;27;8;15;15;21;34;15;55;48;37;19;8;550;saint escobille
91549;Sainte-Geneviève-des-Bois;731;747;1224;1667;1475;3224;3671;2164;1801;673;610;733;1129;1411;1537;3551;3761;2251;2158;1341;35859;sainte genevieve des bois
91552;Saint-Germain-lès-Arpajon;288;255;449;559;467;1078;1145;479;397;120;262;238;414;603;381;1155;1149;511;459;200;10609;saint germain les arpajon
91553;Saint-Germain-lès-Corbeil;135;155;264;393;295;587;727;440;487;126;101;137;253;365;298;652;820;474;565;203;7477;saint germain les corbeil
91556;Saint-Hilaire;9;6;18;20;6;34;48;34;18;6;8;12;17;14;8;37;52;33;19;5;404;saint hilaire
91560;Saint-Jean-de-Beauregard;8;10;12;19;15;47;45;16;24;4;9;8;14;21;14;42;52;16;28;6;410;saint jean de beauregard
91568;Saint-Maurice-Montcouronne;29;17;50;72;53;117;183;125;96;23;24;25;57;77;66;106;216;111;103;21;1571;saint maurice montcouronne
91570;Saint-Michel-sur-Orge;492;489;663;879;770;1883;1943;1095;869;381;466;477;720;851;731;2080;2083;1198;1174;621;19865;saint michel sur orge
91573;Saint-Pierre-du-Perray;297;275;469;593;420;1173;1162;452;297;93;264;270;410;563;500;1336;1198;494;378;207;10851;saint pierre du perray
91577;Saintry-sur-Seine;98;112;203;290;206;466;599;385;338;90;88;115;200;256;239;486;634;421;362;122;5710;saintry sur seine
91578;Saint-Sulpice-de-Favières;3;2;7;13;12;17;32;35;25;6;0;5;9;14;8;18;36;30;21;11;304;saint sulpice de favieres
91579;Saint-Vrain;49;50;98;122;110;259;330;171;205;77;53;57;109;127;116;271;334;145;214;161;3058;saint vrain
91581;Saint-Yon;13;18;31;37;31;73;98;77;56;9;6;17;29;34;23;77;107;80;61;12;889;saint yon
91587;Saulx-les-Chartreux;93;99;173;263;242;474;617;335;250;71;90;103;185;252;186;514;629;345;311;87;5319;saulx les chartreux
91589;Savigny-sur-Orge;670;695;1063;1711;1439;3309;3796;2367;1815;721;606;635;1210;1577;1426;3723;3960;2308;2092;1184;36307;savigny sur orge
91593;Sermaise;25;26;46;91;50;113;192;130;105;33;27;27;52;77;41;124;203;110;127;34;1633;sermaise
91599;Soisy-sur-École;23;21;41;47;38;103;136;90;93;33;21;25;26;50;41;105;151;85;81;58;1268;soisy sur ecole
91600;Soisy-sur-Seine;85;110;220;321;285;484;727;448;556;169;96;126;212;293;258;519;798;473;639;257;7076;soisy sur seine
91602;Souzy-la-Briche;20;13;19;18;12;31;34;23;23;5;16;11;21;23;14;57;43;18;16;5;422;souzy la briche
91613;Congerville-Thionville;5;3;10;6;12;13;27;16;14;2;3;6;11;16;3;16;26;13;14;5;221;congerville thionville
91617;Tigery;91;126;210;187;115;460;419;174;76;14;111;112;219;181;111;545;384;182;80;43;3840;tigery
91619;Torfou;3;6;11;10;11;22;38;12;25;4;4;4;8;11;9;19;33;11;21;6;268;torfou
91629;Valpuiseaux;14;11;20;27;23;43;77;46;39;11;12;10;17;30;18;40;80;40;38;14;610;valpuiseaux
91630;Le Val-Saint-Germain;25;22;51;73;44;97;166;124;90;24;16;20;46;74;54;105;189;110;105;23;1458;le val saint germain
91631;Varennes-Jarcy;35;41;65;137;102;139;249;161;169;37;31;26;70;114;106;174;267;170;175;44;2312;varennes jarcy
91634;Vaugrigneuse;18;22;39;50;56;111;130;91;75;29;22;18;45;63;29;117;145;83;76;55;1274;vaugrigneuse
91635;Vauhallan;26;25;80;96;84;130;218;147;122;56;21;40;71;84;76;119;249;152;150;101;2047;vauhallan
91639;Vayres-sur-Essonne;13;14;28;38;55;73;90;76;61;13;19;12;34;39;39;68;88;85;58;18;921;vayres sur essonne
91645;Verrières-le-Buisson;224;256;438;907;608;805;1602;1079;982;496;162;211;525;864;492;959;1761;1127;1126;810;15434;verrieres le buisson
91648;Vert-le-Grand;41;39;76;117;99;238;225;153;122;40;31;44;70;132;94;272;266;127;125;59;2370;vert le grand
91649;Vert-le-Petit;58;54;115;148;113;233;360;157;103;29;56;48;110;139;121;264;367;144;126;34;2779;vert le petit
91654;Videlles;8;10;15;22;25;55;62;72;38;10;10;8;11;25;10;42;61;65;32;18;599;videlles
91657;Vigneux-sur-Seine;826;776;1118;1651;1478;2975;2923;1579;1197;455;668;742;1273;1557;1603;3397;3167;1652;1421;800;31258;vigneux sur seine
91659;Villabé;99;127;237;298;231;409;609;303;257;51;85;127;246;291;230;491;612;325;283;75;5386;villabe
91661;Villebon-sur-Yvette;181;219;358;476;443;1047;1067;585;605;163;177;193;356;476;353;1052;1127;652;701;242;10473;villebon sur yvette
91662;Villeconin;7;17;22;52;21;52;86;57;52;12;8;6;25;34;20;52;90;53;47;15;728;villeconin
91665;La Ville-du-Bois;133;149;263;391;328;646;903;469;305;76;115;149;266;443;304;648;920;412;360;155;7435;la ville du bois
91666;Villejust;36;31;85;127;105;223;272;148;83;14;42;50;90;123;96;241;306;120;82;39;2313;villejust
91667;Villemoisson-sur-Orge;108;104;227;332;299;569;725;519;416;132;95;124;201;290;247;576;786;509;439;252;6950;villemoisson sur orge
91671;Villeneuve-sur-Auvers;8;14;23;27;29;43;87;53;30;8;10;6;23;26;12;48;76;48;33;15;619;villeneuve sur auvers
91679;Villiers-le-Bâcle;17;20;54;64;49;120;134;74;69;17;16;34;56;52;32;118;152;82;76;13;1249;villiers le bacle
91685;Villiers-sur-Orge;87;107;185;205;162;400;475;239;270;58;115;110;170;214;149;476;514;254;280;84;4554;villiers sur orge
91687;Viry-Châtillon;709;709;1067;1398;1240;2849;2977;1488;1431;509;742;711;1043;1462;1251;3364;3061;1660;1882;1022;30575;viry chatillon
91689;Wissous;207;167;229;315;292;944;765;426;330;90;187;177;229;308;341;985;769;448;351;115;7675;wissous
91691;Yerres;566;620;967;1349;1060;2589;2973;1624;1560;443;537;558;1042;1164;1103;2740;3166;1864;1982;914;28821;yerres
91692;Les Ulis;716;684;919;1245;1042;2503;2360;1211;1141;183;628;672;1089;1206;1014;2800;2411;1521;1195;329;24869;les ulis
92002;Antony;1175;1179;1996;2700;2746;6090;5735;3619;3162;1308;1143;1209;1784;2575;2630;6224;6386;3934;4230;2385;62210;antony
92004;Asnières-sur-Seine;2156;1848;2970;3371;3559;10548;8450;3683;3294;1077;1985;1865;2810;3316;3484;11607;9102;4330;4147;2371;85973;asnieres sur seine
92007;Bagneux;986;977;1325;1650;1734;4378;3741;1991;1481;531;977;913;1362;1677;1866;4760;4050;2391;1798;1175;39763;bagneux
92009;Bois-Colombes;520;593;974;1290;1111;2674;3024;1384;1110;548;543;503;894;1165;1171;3286;3340;1592;1438;1162;28322;bois colombes
92012;Boulogne-Billancourt;2415;2274;3222;4120;4776;14689;11217;5626;5738;2251;2309;2209;3389;3954;5247;15692;12727;6535;7274;3980;119644;boulogne billancourt
92014;Bourg-la-Reine;386;293;623;913;873;2225;1851;1060;1042;479;358;378;586;753;914;2213;2042;1242;1356;944;20531;bourg la reine
92019;Châtenay-Malabry;686;694;990;1336;2175;3221;3308;1587;1483;585;666;659;960;1472;1548;3522;3471;1774;1876;1005;33018;chatenay malabry
92020;Châtillon;856;830;1157;1473;1410;4293;3811;1943;1258;554;809;861;1199;1439;1262;4640;4090;2075;1691;1130;36781;chatillon
92022;Chaville;368;421;635;959;827;2108;2224;1069;932;400;295;329;699;871;757;2127;2206;1167;1199;729;20322;chaville
92023;Clamart;985;1036;1692;2450;2114;4570;5296;2902;2605;1088;917;974;1588;2322;2216;5237;5921;3299;3141;2176;52529;clamart
92024;Clichy;1360;1272;1973;2140;2548;8277;5994;2791;2358;675;1435;1247;1980;2250;2493;8490;6086;3109;2596;1313;60387;clichy
92025;Colombes;1854;1951;3157;3998;3556;8878;8816;4237;3388;1195;1895;1802;3095;3858;3484;9838;9226;4784;3959;2397;85368;colombes
92026;Courbevoie;1588;1479;2449;3280;3137;10341;8325;3790;3336;1063;1614;1503;2481;3124;3582;10502;9028;4339;4275;2484;81720;courbevoie
92032;Fontenay-aux-Roses;394;480;867;1109;973;2061;2256;1295;1212;446;475;431;767;1111;1168;2442;2604;1606;1550;869;24116;fontenay aux roses
92033;Garches;333;351;569;825;732;1305;1950;980;905;451;264;338;549;887;613;1478;2141;986;1210;796;17663;garches
92035;La Garenne-Colombes;590;590;1013;1180;1052;3506;3000;1363;1065;409;597;610;996;1102;1171;3670;3285;1567;1611;872;29249;la garenne colombes
92036;Gennevilliers;1043;1165;1681;2163;2133;5016;4530;2119;2654;636;1113;1151;1782;2128;2139;5147;4653;2464;2080;855;46652;gennevilliers
92040;Issy-les-Moulineaux;1396;1292;1902;2568;2807;8547;6971;3167;2639;1037;1396;1285;1981;2412;2904;9075;7609;3652;3668;2086;68394;issy les moulineaux
92044;Levallois-Perret;1359;1352;1935;2359;2275;8160;6119;2463;2747;892;1406;1196;1774;2306;2654;8889;6704;3360;3681;1831;63462;levallois perret
92046;Malakoff;470;550;948;1293;1432;3210;3167;1563;1458;360;600;495;848;1085;1386;3591;3201;1944;1588;784;29973;malakoff
92047;Marnes-la-Coquette;28;40;68;124;64;100;210;87;117;39;32;33;63;113;85;120;217;103;123;49;1815;marnes la coquette
92048;Meudon;820;1021;1609;2012;1758;4185;4447;2371;2276;1043;846;860;1307;1899;1683;4532;5019;2693;3031;1919;45331;meudon
92049;Montrouge;1014;854;1311;1553;2190;6577;4605;2338;2079;685;1000;783;1171;1524;2268;6804;5120;2760;2723;1768;49127;montrouge
92050;Nanterre;2200;2129;3459;4311;4781;11309;9333;4449;3656;905;2221;2019;3237;4119;4923;11276;9125;5037;3898;1871;94258;nanterre
92051;Neuilly-sur-Seine;988;992;1760;2475;2426;4682;5644;3111;3643;1834;967;976;1684;2439;2538;5617;6649;4034;4809;3313;60581;neuilly sur seine
92060;Le Plessis-Robinson;639;648;1115;1285;944;3046;3094;1470;1392;408;559;647;979;1160;890;3399;3228;1641;1725;759;29028;le plessis robinson
92062;Puteaux;1057;846;1313;1571;1572;6049;4733;1994;1838;516;1028;988;1257;1662;1814;6103;4735;2418;2230;938;44662;puteaux
92063;Rueil-Malmaison;1460;1673;2653;4036;3050;7109;8043;4094;3445;1548;1446;1462;2574;3634;2909;7874;9146;4795;4407;2838;78196;rueil malmaison
92064;Saint-Cloud;533;612;1021;1550;1249;2591;3136;1643;1370;682;563;552;903;1405;1113;2830;3551;1757;1907;1226;30194;saint cloud
92071;Sceaux;276;299;652;896;1071;1425;1866;1150;1013;479;281;275;571;809;1196;1610;1980;1141;1424;1066;19480;sceaux
92072;Sèvres;447;449;744;1127;960;2059;2434;1243;1258;436;428;446;860;1105;866;2195;2817;1428;1493;879;23674;sevres
92073;Suresnes;1127;1136;1712;2079;1888;5753;5065;2203;1655;702;973;1037;1620;1912;1821;6390;5579;2435;2236;1296;48619;suresnes
92075;Vanves;479;434;746;1115;1357;2995;2672;1328;1357;509;392;502;738;1100;1408;3092;3033;1639;1951;1000;27847;vanves
92076;Vaucresson;141;160;286;479;324;513;956;533;480;230;118;167;322;430;290;600;1052;570;580;397;8628;vaucresson
92077;Ville-d'Avray;189;238;385;692;434;785;1377;598;566;258;163;205;460;600;503;826;1488;646;702;395;11510;ville d'avray
92078;Villeneuve-la-Garenne;613;587;960;1231;1116;2277;2397;1242;1069;277;481;538;935;1201;1151;2582;2483;1523;1101;483;24247;villeneuve la garenne
93001;Aubervilliers;2306;2126;3464;3684;4232;11385;9824;4400;3232;779;2229;2132;3004;3614;3728;9867;8079;3798;2938;1239;86060;aubervilliers
93005;Aulnay-sous-Bois;1954;2073;3532;4577;3957;7905;8112;4465;4122;1070;1973;2007;3267;4384;4138;8527;8207;4694;3933;1765;84662;aulnay sous bois
93006;Bagnolet;785;802;1215;1592;1458;3971;3692;2054;1535;369;721;770;1214;1480;1482;4131;3880;2222;1657;835;35865;bagnolet
93007;Le Blanc-Mesnil;1486;1490;2307;2908;2499;5593;5613;2542;2134;736;1439;1505;2153;2794;2628;6194;5529;2735;2374;1327;55986;le blanc mesnil
93008;Bobigny;1374;1454;2203;2631;2573;5497;4992;2642;2018;492;1253;1294;2078;2660;2505;5929;5115;2807;2050;769;52336;bobigny
93010;Bondy;1289;1360;2233;2528;2508;5041;4987;2696;2149;1049;1250;1317;2131;2418;2381;5904;5300;3054;2377;1220;53192;bondy
93013;Le Bourget;421;441;648;624;676;2117;1629;875;601;206;472;414;643;639;718;2036;1464;706;715;440;16485;le bourget
93014;Clichy-sous-Bois;889;1001;1481;1631;1520;3096;2573;1269;1046;182;904;965;1363;1850;1480;3290;2566;1406;988;336;29836;clichy sous bois
93015;Coubron;81;102;161;239;198;420;513;303;272;62;90;92;166;201;179;466;531;316;314;106;4812;coubron
93027;La Courneuve;1130;1080;1659;2397;2115;5208;4400;2075;1433;407;994;937;1645;2037;2113;4582;4194;1902;1577;597;42482;la courneuve
93029;Drancy;1718;1635;2509;3205;3183;7776;6786;3763;2827;924;1734;1617;2552;3162;3150;8106;6700;3829;3296;1797;70269;drancy
93030;Dugny;329;331;457;524;482;1190;1086;431;332;80;332;276;536;421;493;1248;939;563;457;154;10661;dugny
93031;Épinay-sur-Seine;1420;1408;2295;2649;2639;5929;4998;2551;2230;574;1545;1326;2400;2738;2816;6517;5192;2900;2391;1075;55593;epinay sur seine
