CODGEO;LIBGEO;SEXE1_AGEPYR1000;SEXE1_AGEPYR1003;SEXE1_AGEPYR1006;SEXE1_AGEPYR1011;SEXE1_AGEPYR1018;SEXE1_AGEPYR1025;SEXE1_AGEPYR1040;SEXE1_AGEPYR1055;SEXE1_AGEPYR1065;SEXE1_AGEPYR1080;SEXE2_AGEPYR1000;SEXE2_AGEPYR1003;SEXE2_AGEPYR1006;SEXE2_AGEPYR1011;SEXE2_AGEPYR1018;SEXE2_AGEPYR1025;SEXE2_AGEPYR1040;SEXE2_AGEPYR1055;SEXE2_AGEPYR1065;SEXE2_AGEPYR1080;population;LIBGEO2
18258;Sury-en-Vaux;8;9;17;33;13;50;56;52;51;38;13;13;14;28;18;45;68;50;48;80;704;sury en vaux
18259;Sury-ès-Bois;3;2;5;6;2;13;24;29;30;9;4;0;7;11;6;13;25;30;31;14;264;sury es bois
18260;Tendron;0;4;5;10;2;12;9;4;4;2;0;4;2;6;1;7;8;6;8;1;95;tendron
18261;Thaumiers;4;4;8;18;4;22;61;30;37;13;7;4;13;19;6;28;55;23;48;14;418;thaumiers
18262;Thauvenay;3;5;7;25;11;20;39;22;23;6;2;5;9;11;9;25;43;24;36;7;332;thauvenay
18263;Thénioux;8;13;19;33;16;46;85;47;55;14;11;19;25;21;13;60;53;55;59;17;669;thenioux
18264;Thou;2;2;3;2;0;8;5;7;10;1;1;2;2;2;2;6;7;6;5;3;76;thou
18265;Torteron;14;15;29;33;22;69;80;63;55;17;14;13;21;41;18;66;79;53;69;30;801;torteron
18266;Touchay;2;3;10;5;10;11;31;29;25;9;4;4;4;11;2;10;32;26;24;8;260;touchay
18267;Trouy;65;71;124;190;108;272;473;249;320;63;51;70;111;202;98;277;514;280;357;71;3966;trouy
18268;Uzay-le-Venon;3;10;21;14;9;30;50;27;34;8;8;6;10;20;10;23;50;21;37;9;400;uzay le venon
18269;Vailly-sur-Sauldre;5;7;6;18;13;25;56;52;67;49;7;6;15;19;8;31;56;50;79;95;664;vailly sur sauldre
18270;Vallenay;17;10;25;33;21;46;89;50;57;21;11;10;11;32;15;49;88;43;73;36;737;vallenay
18271;Vasselay;32;42;52;57;31;137;161;102;82;17;33;27;36;68;29;140;157;103;87;25;1418;vasselay
18272;Veaugues;10;8;19;37;18;48;80;46;58;21;6;6;14;23;11;38;77;47;52;33;652;veaugues
18273;Venesmes;9;15;21;38;21;47;101;66;59;31;7;11;20;37;20;58;88;59;68;44;820;venesmes
18274;Verdigny;8;4;9;15;6;27;34;15;27;15;5;6;7;7;7;24;30;25;22;17;310;verdigny
18275;Vereaux;1;2;2;6;7;8;20;12;11;7;0;1;4;6;3;9;21;7;12;3;142;vereaux
18276;Vernais;2;1;4;11;1;7;20;22;35;6;0;0;4;9;4;8;19;17;23;3;196;vernais
18277;Verneuil;0;2;0;1;1;5;5;3;2;0;0;0;1;2;3;3;2;2;2;2;36;verneuil
18278;Vesdun;4;9;16;19;22;45;55;51;61;13;7;11;14;18;12;41;51;39;50;35;573;vesdun
18279;Vierzon;424;450;754;983;804;1869;2500;1516;2175;826;459;461;707;976;894;2030;2432;1849;2576;1679;26364;vierzon
18280;Vignoux-sous-les-Aix;11;12;17;31;14;54;73;57;70;8;9;17;30;32;13;51;78;62;66;9;714;vignoux sous les aix
18281;Vignoux-sur-Barangeon;33;49;67;75;51;177;205;171;161;36;32;36;69;107;37;178;247;183;156;58;2128;vignoux sur barangeon
18282;Villabon;13;13;22;22;14;52;68;33;31;11;8;17;20;35;13;58;55;29;38;18;570;villabon
18283;Villecelin;0;0;4;4;3;7;11;11;7;4;3;3;0;3;4;4;14;5;11;0;98;villecelin
18284;Villegenon;2;2;6;7;8;12;24;17;26;11;5;3;2;8;8;12;25;14;20;8;220;villegenon
18285;Villeneuve-sur-Cher;10;10;14;19;14;40;43;45;36;5;3;11;18;19;14;34;60;31;30;9;465;villeneuve sur cher
18286;Villequiers;8;8;15;15;10;36;50;39;35;13;7;10;14;22;5;43;49;46;30;24;479;villequiers
18287;Vinon;4;2;11;10;6;18;36;26;26;6;4;6;7;8;4;23;33;27;31;11;299;vinon
18288;Vorly;2;9;6;12;7;23;34;17;11;5;3;2;8;4;3;20;34;15;12;10;237;vorly
18289;Vornay;8;10;31;36;14;53;78;36;27;9;12;21;21;29;6;62;64;42;23;12;594;vornay
18290;Vouzeron;8;8;17;17;19;67;82;45;35;11;9;10;11;19;15;46;67;30;36;10;562;vouzeron
19001;Affieux;3;1;6;11;8;19;35;30;47;12;2;3;4;10;10;17;34;33;46;30;361;affieux
19002;Aix;11;12;12;20;7;38;41;34;25;9;8;4;11;17;2;31;40;34;28;9;393;aix
19003;Albignac;1;6;5;14;8;19;22;24;21;10;2;4;5;7;7;15;19;22;28;13;252;albignac
19004;Albussac;11;8;20;33;12;49;67;61;68;27;13;4;21;27;18;48;65;66;69;36;723;albussac
19005;Allassac;61;65;135;179;85;316;442;259;269;108;68;59;139;141;77;333;385;270;297;217;3905;allassac
19006;Alleyrat;2;3;4;2;2;8;9;7;1;7;1;1;4;5;2;10;13;5;4;7;97;alleyrat
19007;Altillac;4;8;22;24;25;53;89;72;85;46;10;13;16;24;18;53;89;79;91;47;868;altillac
19008;Ambrugeat;3;3;4;3;2;10;13;20;25;9;2;2;3;4;3;13;13;30;27;13;202;ambrugeat
19009;Les Angles-sur-Corrèze;1;4;2;4;3;8;10;13;9;3;1;3;0;3;1;9;10;11;10;3;108;les angles sur correze
19010;Argentat-sur-Dordogne;22;28;66;123;88;189;296;218;249;135;29;50;72;89;68;174;312;243;324;310;3085;argentat sur dordogne
19011;Arnac-Pompadour;14;14;20;30;21;74;91;96;106;58;8;17;26;23;30;63;104;89;130;116;1130;arnac pompadour
19012;Astaillac;4;0;6;11;5;11;26;21;27;5;0;3;8;6;8;12;27;14;24;12;230;astaillac
19013;Aubazines;17;15;29;38;24;79;88;67;59;15;21;15;34;43;22;85;93;72;57;38;911;aubazines
19014;Auriac;0;3;6;10;1;7;21;22;33;8;0;1;5;13;6;7;19;16;36;14;228;auriac
19015;Ayen;8;10;22;28;19;45;94;55;57;21;10;9;19;30;15;47;94;46;51;42;722;ayen
19016;Bar;4;8;11;10;7;31;32;20;23;16;6;4;10;9;1;31;21;24;25;17;310;bar
19017;Bassignac-le-Bas;1;1;3;4;2;3;10;9;9;6;0;0;0;2;1;3;5;10;8;12;89;bassignac le bas
19018;Bassignac-le-Haut;0;4;5;10;2;5;17;19;26;7;2;2;2;8;1;6;16;15;31;10;188;bassignac le haut
19019;Beaulieu-sur-Dordogne;8;13;28;37;32;75;109;116;119;93;7;12;13;35;29;71;100;108;140;174;1319;beaulieu sur dordogne
19020;Beaumont;1;0;1;7;1;5;10;9;12;8;2;0;4;2;2;5;15;8;14;9;115;beaumont
19021;Bellechassagne;0;0;3;1;3;6;8;11;6;3;0;1;1;4;1;5;11;8;9;6;87;bellechassagne
19022;Benayes;0;1;3;4;3;15;20;31;29;13;0;1;5;4;2;13;22;19;26;20;231;benayes
19023;Beynat;17;27;31;43;39;96;121;86;93;64;12;18;42;46;18;103;122;82;125;88;1273;beynat
19024;Beyssac;8;7;9;19;17;49;100;58;50;15;3;6;10;15;7;43;89;48;42;30;625;beyssac
19025;Beyssenac;5;7;8;13;10;23;49;25;23;22;4;10;9;15;11;25;41;20;30;23;373;beyssenac
19026;Bilhac;1;5;7;11;5;18;18;17;25;7;7;6;5;8;3;15;20;20;20;12;230;bilhac
19027;Bonnefond;1;2;2;1;4;3;11;22;9;4;0;1;3;4;2;2;14;9;11;7;112;bonnefond
19028;Bort-les-Orgues;19;24;37;78;82;183;302;183;227;96;24;24;50;78;77;158;291;217;284;265;2699;bort les orgues
19029;Branceilles;4;4;4;12;8;14;29;25;29;10;3;2;10;13;3;21;24;21;29;12;277;branceilles
19030;Brignac-la-Plaine;18;28;34;39;14;86;115;71;55;26;9;28;37;41;19;104;95;76;51;40;986;brignac la plaine
19031;Brive-la-Gaillarde;662;678;1285;1947;2247;3717;3996;2470;3355;1563;603;669;1245;1700;2008;3667;4395;3264;4532;3000;47003;brive la gaillarde
19033;Bugeat;2;5;12;15;15;33;72;66;94;46;5;6;9;26;13;31;59;70;102;133;814;bugeat
19034;Camps-Saint-Mathurin-Léobazel;1;4;10;7;5;11;33;21;23;10;2;1;2;13;6;13;26;24;23;8;243;camps saint mathurin leobazel
19035;Chabrignac;5;8;19;22;16;45;66;27;33;25;8;5;23;39;10;41;65;30;37;59;583;chabrignac
19036;Chamberet;12;11;27;39;31;70;127;114;134;87;7;16;31;44;31;82;120;96;142;148;1369;chamberet
19037;Chamboulive;18;15;29;53;20;80;117;96;104;44;16;11;28;42;35;85;101;87;127;95;1203;chamboulive
19038;Chameyrat;15;15;36;64;24;85;163;126;152;40;20;10;34;75;26;95;176;157;166;72;1551;chameyrat
19039;Champagnac-la-Noaille;2;0;5;8;4;13;26;19;34;5;1;4;4;9;2;12;27;19;32;12;238;champagnac la noaille
19040;Champagnac-la-Prune;3;2;4;5;2;11;15;12;14;10;1;3;3;2;2;8;16;15;21;14;163;champagnac la prune
19041;Chanac-les-Mines;8;6;7;23;12;22;53;54;47;20;3;5;13;20;5;23;68;47;54;19;509;chanac les mines
19042;Chanteix;11;17;25;33;20;53;61;35;40;16;13;4;15;23;11;50;69;35;51;19;601;chanteix
19043;La Chapelle-aux-Brocs;6;13;13;21;6;31;45;39;26;11;3;3;12;17;8;33;52;47;24;10;420;la chapelle aux brocs
19044;La Chapelle-aux-Saints;1;4;8;8;4;21;24;16;27;6;6;6;14;10;6;27;26;18;15;12;259;la chapelle aux saints
19045;La Chapelle-Saint-Géraud;0;3;7;5;1;8;29;19;14;10;1;1;8;14;2;8;22;18;14;16;200;la chapelle saint geraud
19046;Chapelle-Spinasse;2;0;2;3;1;5;10;15;11;3;0;2;2;4;5;6;14;14;10;6;115;chapelle spinasse
19047;Chartrier-Ferrière;4;9;14;13;3;23;51;25;28;13;4;5;14;11;5;26;41;33;32;12;366;chartrier ferriere
19048;Le Chastang;3;4;8;20;11;23;42;16;40;8;6;10;10;21;6;30;39;24;36;12;369;le chastang
19049;Chasteaux;15;17;31;38;21;71;101;49;43;11;18;11;25;30;15;79;88;41;46;21;771;chasteaux
19050;Chauffour-sur-Vell;3;10;12;16;8;30;51;35;26;22;5;9;10;20;6;32;49;32;31;16;423;chauffour sur vell
19051;Chaumeil;1;1;2;2;1;12;10;19;20;8;2;1;2;3;3;10;11;18;22;9;157;chaumeil
19052;Chavanac;0;0;0;4;0;4;8;3;6;0;1;0;1;3;2;3;7;3;7;0;52;chavanac
19053;Chaveroche;7;7;8;11;4;22;24;15;15;4;3;5;7;8;4;22;19;11;17;5;218;chaveroche
19054;Chenailler-Mascheix;1;4;2;6;2;20;16;16;25;8;5;5;7;3;1;17;11;23;20;11;203;chenailler mascheix
19055;Chirac-Bellevue;3;2;13;18;4;20;41;13;21;7;3;10;5;18;9;20;34;12;26;12;291;chirac bellevue
19056;Clergoux;6;4;12;15;8;23;49;32;36;16;6;3;16;13;5;34;35;31;38;32;414;clergoux
19057;Collonges-la-Rouge;3;4;11;16;11;24;52;37;46;23;5;6;21;23;3;29;50;47;46;28;485;collonges la rouge
19058;Combressol;3;2;18;19;8;19;40;36;28;9;2;4;8;16;8;23;44;19;25;17;348;combressol
19059;Concèze;7;7;17;19;13;23;54;27;29;14;7;3;12;10;10;27;54;30;34;25;422;conceze
19060;Condat-sur-Ganaveix;9;14;15;24;15;47;71;73;59;33;1;9;15;15;16;37;68;56;49;38;664;condat sur ganaveix
19061;Cornil;9;13;47;53;23;89;114;84;127;81;14;17;30;43;13;95;109;85;137;183;1366;cornil
19062;Corrèze;17;21;24;49;29;79;99;82;82;60;8;15;36;23;13;71;102;80;95;141;1126;correze
19063;Cosnac;39;44;99;151;55;178;343;243;227;44;32;49;101;140;55;208;362;257;236;121;2984;cosnac
19064;Couffy-sur-Sarsonne;0;1;2;1;4;7;8;5;14;2;0;0;1;3;1;4;3;5;11;4;76;couffy sur sarsonne
19065;Courteix;2;1;5;2;1;6;8;5;4;1;2;1;2;3;2;5;6;4;2;2;64;courteix
19066;Cublac;23;30;50;77;55;119;201;115;143;37;17;19;50;62;38;123;186;122;158;51;1676;cublac
19067;Curemonte;3;1;2;5;3;10;25;23;23;9;0;2;3;9;5;9;21;17;22;17;209;curemonte
19068;Dampniat;10;11;24;31;13;72;84;55;49;24;18;11;17;34;15;65;77;51;54;26;741;dampniat
19069;Darazac;0;1;0;4;3;2;11;14;24;5;1;0;4;2;3;4;11;17;19;11;136;darazac
19070;Darnets;8;8;12;9;9;26;46;22;28;9;5;5;11;10;9;27;45;25;28;19;361;darnets
19071;Davignac;2;2;5;7;2;13;24;20;21;8;0;1;5;7;2;12;23;19;20;20;213;davignac
19072;Donzenac;35;59;99;116;77;223;305;159;177;63;40;56;78;113;48;222;281;151;185;158;2645;donzenac
19073;Égletons;60;53;104;152;719;374;353;207;253;116;53;53;90;146;179;282;310;214;324;247;4289;egletons
19074;L'Église-aux-Bois;1;0;0;2;1;7;1;5;7;5;2;0;1;0;0;7;4;5;8;0;56;l'eglise aux bois
19075;Espagnac;3;5;11;15;2;28;31;41;40;15;3;2;10;15;3;24;27;31;46;19;371;espagnac
19076;Espartignac;5;2;11;16;7;30;58;28;38;13;1;7;12;15;14;31;48;34;43;24;437;espartignac
19077;Estivals;2;1;4;3;1;12;10;11;11;3;1;4;3;6;4;12;14;9;8;7;126;estivals
19078;Estivaux;5;14;16;23;13;35;44;33;31;7;4;9;15;13;10;37;33;34;29;20;425;estivaux
19079;Eyburie;4;8;11;16;9;34;47;34;43;16;7;8;13;21;15;37;53;31;49;36;492;eyburie
19080;Eygurande;7;7;17;19;25;44;76;61;61;24;10;11;13;20;18;45;62;52;59;52;683;eygurande
19081;Eyrein;4;7;12;17;8;33;68;43;28;13;2;7;16;16;10;25;72;33;42;41;497;eyrein
19082;Favars;22;33;28;52;15;79;102;81;87;25;18;17;32;40;19;90;105;76;105;33;1059;favars
19083;Feyt;0;2;4;6;7;9;10;16;13;1;3;5;0;3;3;7;19;6;11;4;129;feyt
19084;Forgès;0;4;2;17;7;7;35;20;37;16;1;3;9;9;4;14;30;17;45;26;303;forges
19085;Gimel-les-Cascades;15;17;23;33;28;66;77;71;49;18;13;9;20;34;18;65;80;67;59;23;785;gimel les cascades
19086;Goulles;4;4;9;14;6;15;33;28;44;10;4;2;13;18;5;17;20;24;36;24;330;goulles
19087;Gourdon-Murat;1;1;4;4;2;7;12;11;8;5;2;3;2;3;1;7;10;7;10;9;109;gourdon murat
19088;Grandsaigne;0;0;2;2;2;1;7;6;7;0;0;1;0;0;1;3;4;4;7;5;52;grandsaigne
19089;Gros-Chastang;3;4;1;5;0;7;15;11;30;13;2;2;5;5;1;9;16;7;29;16;181;gros chastang
19090;Gumond;2;0;1;2;1;4;6;20;6;6;0;0;1;0;0;8;5;15;12;7;96;gumond
19091;Hautefage;1;4;14;7;9;19;34;28;23;8;6;10;9;10;3;22;35;27;26;15;310;hautefage
19092;Le Jardin;1;3;0;2;3;10;10;9;0;6;1;0;5;2;0;8;9;4;6;7;86;le jardin
19093;Jugeals-Nazareth;14;30;37;52;18;65;131;61;64;14;12;23;40;44;17;75;113;68;57;21;956;jugeals nazareth
19094;Juillac;18;11;23;48;23;82;104;95;111;44;15;15;26;41;19;71;97;97;121;66;1127;juillac
19095;Lacelle;0;0;4;3;0;5;11;11;22;7;0;3;4;3;3;6;9;13;22;10;136;lacelle
19096;Ladignac-sur-Rondelles;1;4;18;19;12;19;45;39;32;13;1;5;16;14;7;25;46;46;28;20;410;ladignac sur rondelles
19097;Lafage-sur-Sombre;4;1;3;1;2;10;6;16;16;2;4;2;0;1;5;7;9;13;8;8;118;lafage sur sombre
19098;Lagarde-Marc-la-Tour;14;20;35;46;14;72;95;73;94;34;10;14;26;33;14;84;85;84;82;51;980;lagarde marc la tour
19099;Lagleygeolle;5;2;1;11;6;12;32;17;16;10;3;0;7;6;3;14;27;22;15;11;220;lagleygeolle
19100;Lagraulière;12;23;36;49;19;84;107;73;98;47;11;13;37;46;18;86;102;79;86;78;1104;lagrauliere
19101;Laguenne-sur-Avalouze;17;25;48;68;36;110;150;120;108;44;20;19;52;62;37;115;167;146;133;76;1553;laguenne sur avalouze
19102;Lamazière-Basse;2;5;10;9;5;13;32;32;29;21;1;3;5;10;7;17;28;24;32;15;300;lamaziere basse
19103;Lamazière-Haute;1;0;1;3;3;5;8;8;5;1;0;0;2;1;0;4;7;5;10;3;67;lamaziere haute
19104;Lamongerie;1;3;0;6;2;6;14;9;12;6;0;1;1;3;4;7;14;8;11;7;115;lamongerie
19105;Lanteuil;6;7;20;24;10;51;58;34;41;8;7;10;13;27;7;44;57;37;35;25;521;lanteuil
19106;Lapleau;6;6;11;10;9;22;40;37;43;8;6;7;8;11;6;24;28;29;45;29;385;lapleau
19107;Larche;16;33;40;66;47;147;174;116;108;35;22;23;46;66;60;133;174;126;118;45;1595;larche
19108;Laroche-près-Feyt;0;2;1;1;2;4;8;8;7;1;1;2;1;2;0;3;6;6;5;4;64;laroche pres feyt
19109;Lascaux;7;8;12;10;5;14;27;10;11;7;1;4;9;4;5;20;28;11;12;7;212;lascaux
19110;Latronche;2;2;3;8;1;5;17;5;22;5;3;0;1;4;3;4;14;10;18;8;135;latronche
19111;Laval-sur-Luzège;1;3;3;1;1;5;15;7;14;6;0;0;3;2;0;2;9;4;14;9;99;laval sur luzege
19112;Lestards;0;2;0;4;2;7;13;8;15;5;1;1;3;2;1;7;10;9;14;2;106;lestards
19113;Liginiac;7;8;11;13;8;46;53;54;50;18;10;11;14;17;10;37;67;48;59;44;585;liginiac
19114;Lignareix;3;1;3;9;1;9;18;19;15;1;2;2;5;14;3;9;16;20;11;2;163;lignareix
19115;Ligneyrac;5;2;6;8;4;28;39;20;22;19;5;8;8;8;6;24;31;27;26;11;307;ligneyrac
19116;Liourdres;5;3;3;11;10;14;28;12;31;7;3;1;7;12;6;17;29;11;26;12;248;liourdres
19117;Lissac-sur-Couze;6;9;24;38;22;48;112;55;50;16;8;5;23;37;13;53;104;53;49;23;748;lissac sur couze
19118;Le Lonzac;7;7;16;24;17;34;60;66;98;44;9;4;14;16;20;39;59;68;103;97;802;le lonzac
19119;Lostanges;0;3;0;10;2;9;10;13;14;8;0;2;2;6;3;6;13;11;13;9;134;lostanges
19120;Louignac;8;2;6;9;4;19;24;15;24;9;2;2;5;13;5;21;19;21;17;12;237;louignac
19121;Lubersac;22;20;47;89;52;142;201;192;211;87;31;19;41;81;38;132;221;184;245;172;2227;lubersac
19122;Madranges;3;5;4;3;1;8;10;16;27;7;1;2;8;4;1;8;19;19;29;18;193;madranges
19123;Malemort;104;135;250;286;266;649;745;610;611;205;89;118;212;315;220;645;871;647;747;287;8012;malemort
19124;Mansac;19;24;44;55;25;121;132;98;106;44;29;18;47;56;31;118;125;99;118;111;1420;mansac
19125;Marcillac-la-Croisille;2;10;20;18;17;50;68;73;83;36;7;8;17;23;10;41;66;83;85;79;796;marcillac la croisille
19126;Marcillac-la-Croze;1;0;4;4;1;9;11;22;29;5;1;1;3;4;1;8;16;21;26;12;179;marcillac la croze
19128;Margerides;4;10;13;9;5;22;38;22;21;5;3;5;15;17;4;29;25;19;19;17;302;margerides
19129;Masseret;9;5;16;20;23;53;67;52;64;25;9;6;21;18;11;47;64;42;89;39;680;masseret
19130;Maussac;3;10;17;20;10;41;35;27;43;11;4;10;9;14;10;39;36;38;44;14;435;maussac
19131;Meilhards;4;8;12;17;10;28;52;44;45;31;3;4;11;17;8;24;47;37;60;46;508;meilhards
19132;Ménoire;0;1;5;1;1;8;10;9;6;4;3;3;2;4;3;12;5;13;10;9;109;menoire
19133;Mercoeur;3;2;4;11;4;20;34;27;27;8;0;3;5;3;2;16;26;16;22;12;245;mercoeur
19134;Merlines;8;4;7;19;16;42;73;74;69;33;6;7;7;23;14;49;73;55;72;79;730;merlines
19135;Mestes;7;8;19;25;2;29;40;28;26;6;4;6;11;11;5;34;38;19;25;14;357;mestes
19136;Meymac;27;36;77;92;182;167;205;138;194;85;28;36;62;102;78;163;220;155;202;162;2411;meymac
19137;Meyrignac-l'Église;1;0;5;0;4;5;8;7;1;1;1;1;3;2;3;5;7;5;1;3;63;meyrignac l'eglise
19138;Meyssac;8;12;34;27;30;68;98;100;125;65;12;16;38;58;32;91;108;97;130;132;1281;meyssac
19139;Millevaches;0;0;0;0;2;7;10;5;9;3;0;0;0;2;6;3;6;11;11;6;81;millevaches
19140;Monceaux-sur-Dordogne;6;7;12;24;11;30;65;49;68;26;5;7;17;24;6;35;61;56;80;47;636;monceaux sur dordogne
19141;Monestier-Merlines;7;7;15;5;10;45;50;21;19;3;1;6;5;6;10;25;33;12;21;11;312;monestier merlines
19142;Monestier-Port-Dieu;1;2;4;0;2;8;5;13;11;5;0;1;2;0;3;9;16;5;13;6;106;monestier port dieu
19143;Montaignac-Saint-Hippolyte;16;12;16;6;13;65;51;53;37;22;12;13;16;18;12;44;63;37;43;27;576;montaignac saint hippolyte
19144;Montgibaud;5;4;2;7;1;17;32;16;19;11;1;4;11;9;4;18;36;8;25;9;239;montgibaud
19145;Moustier-Ventadour;4;5;13;20;56;20;64;31;38;11;2;7;17;13;7;21;60;33;30;20;472;moustier ventadour
19146;Naves;31;32;72;94;57;142;210;206;217;55;23;37;55;78;65;155;214;208;242;132;2325;naves
19147;Nespouls;12;7;22;32;11;55;79;55;46;12;6;9;14;24;12;49;75;48;47;17;632;nespouls
19148;Neuvic;11;25;37;59;172;92;134;112;127;55;18;15;30;51;104;95;142;125;133;130;1667;neuvic
19149;Neuville;3;1;9;1;2;15;20;20;20;6;4;1;8;9;4;12;14;12;21;10;192;neuville
19150;Noailhac;9;3;13;13;7;31;51;28;22;8;4;8;17;17;7;37;44;33;16;12;380;noailhac
19151;Noailles;10;29;34;40;22;65;110;70;58;11;15;16;29;35;15;87;108;66;54;19;893;noailles
19152;Nonards;4;8;14;21;5;30;48;41;42;11;6;8;9;18;8;33;40;42;51;15;454;nonards
19153;Objat;52;49;82;144;112;240;329;191;305;145;33;46;102;147;101;274;357;252;397;294;3652;objat
19154;Orgnac-sur-Vézère;3;7;3;17;8;20;33;24;24;16;2;3;8;13;3;24;24;21;33;25;311;orgnac sur vezere
19155;Orliac-de-Bar;3;3;14;19;8;19;24;25;27;12;7;3;6;9;4;27;24;24;24;9;291;orliac de bar
19156;Palazinges;0;5;7;8;4;15;16;7;8;6;3;4;10;0;3;19;8;10;10;6;149;palazinges
19157;Palisse;7;3;9;8;5;16;26;20;13;8;3;6;5;14;2;16;24;11;17;15;228;palisse
19158;Pandrignes;3;2;5;5;2;10;14;20;18;6;0;0;5;3;1;15;15;19;15;10;168;pandrignes
19159;Péret-Bel-Air;2;1;2;3;2;3;7;7;12;5;1;0;2;3;3;3;12;7;15;5;95;peret bel air
19160;Pérols-sur-Vézère;1;1;5;5;2;7;20;22;14;6;2;2;3;10;0;9;20;17;21;13;180;perols sur vezere
19161;Perpezac-le-Blanc;8;9;14;12;8;32;52;46;37;23;6;9;11;19;6;38;45;35;40;19;469;perpezac le blanc
19162;Perpezac-le-Noir;29;16;36;48;16;106;109;62;90;36;24;34;40;38;21;121;100;61;73;73;1133;perpezac le noir
19163;Le Pescher;4;4;7;14;10;22;39;22;18;7;4;2;8;5;10;28;28;22;15;16;285;le pescher
19164;Peyrelevade;4;6;16;60;21;64;78;52;87;27;10;10;13;40;14;63;74;65;70;88;862;peyrelevade
19165;Peyrissac;0;2;2;4;2;2;12;17;21;8;0;0;1;3;2;4;13;14;18;5;130;peyrissac
19166;Pierrefitte;1;2;4;3;3;9;10;3;10;1;3;1;4;0;1;9;9;3;11;5;92;pierrefitte
19167;Confolent-Port-Dieu;0;1;0;0;0;6;2;6;2;3;2;0;0;1;0;1;2;7;4;0;37;confolent port dieu
19168;Pradines;0;0;1;1;0;2;8;9;18;7;0;0;0;2;0;0;8;10;17;14;97;pradines
19169;Puy-d'Arnac;0;5;9;13;3;24;31;22;30;13;7;5;5;10;0;19;26;19;25;23;289;puy d'arnac
19170;Queyssac-les-Vignes;4;2;8;11;5;10;20;26;14;5;0;1;6;10;4;13;13;18;17;11;198;queyssac les vignes
19171;Reygade;4;1;5;13;4;15;23;8;21;3;1;4;2;9;3;13;17;14;22;8;190;reygade
19172;Rilhac-Treignac;0;0;1;3;1;6;8;11;15;8;1;0;0;1;0;3;10;10;21;10;109;rilhac treignac
19173;Rilhac-Xaintrie;5;3;6;12;8;27;33;29;23;12;2;5;5;6;3;21;32;24;38;12;306;rilhac xaintrie
19174;La Roche-Canillac;0;3;3;0;8;8;11;16;17;7;0;0;2;4;2;6;14;17;16;16;150;la roche canillac
19175;Roche-le-Peyroux;3;1;5;2;3;11;12;5;6;2;3;2;1;4;1;9;7;6;8;8;99;roche le peyroux
19176;Rosiers-d'Égletons;13;22;30;38;22;71;131;77;91;20;10;13;30;54;17;87;121;79;92;52;1070;rosiers d'egletons
19177;Rosiers-de-Juillac;5;0;3;9;4;14;19;17;9;8;1;2;7;10;5;8;24;16;16;7;184;rosiers de juillac
19178;Sadroc;29;14;32;44;26;85;119;56;54;26;15;19;27;39;14;95;99;48;53;32;926;sadroc
19179;Saillac;0;4;5;5;8;13;30;16;15;4;0;4;6;11;2;18;20;23;8;13;205;saillac
19180;Saint-Angel;12;8;26;28;21;67;90;47;47;12;14;14;23;31;10;62;90;42;47;16;707;saint angel
19181;Saint-Augustin;4;2;8;9;7;25;41;33;52;24;5;5;11;11;4;30;35;31;54;33;424;saint augustin
19182;Saint-Aulaire;4;14;19;31;22;59;81;61;63;25;10;5;26;48;16;56;90;66;72;31;799;saint aulaire
19184;Saint-Bazile-de-Meyssac;0;1;1;4;3;5;13;8;14;10;2;0;3;4;2;6;13;18;11;12;130;saint bazile de meyssac
19186;Saint-Bonnet-Elvert;1;4;1;4;6;11;22;20;26;9;1;2;5;4;5;13;14;22;25;12;207;saint bonnet elvert
19187;Saint-Bonnet-la-Rivière;4;9;15;15;7;41;44;15;36;5;4;11;15;18;9;33;42;17;30;12;382;saint bonnet la riviere
19188;Saint-Bonnet-l'Enfantier;5;9;15;24;13;34;42;27;22;12;7;4;12;15;2;37;38;33;22;18;391;saint bonnet l'enfantier
19189;Saint-Bonnet-les-Tours-de-Merle;1;1;3;6;0;4;8;1;6;1;0;0;1;0;0;1;3;6;6;2;50;saint bonnet les tours de merle
19190;Saint-Bonnet-près-Bort;0;3;11;4;8;14;26;15;17;3;3;2;4;11;4;14;21;11;15;6;192;saint bonnet pres bort
19191;Saint-Cernin-de-Larche;6;15;24;30;13;50;76;53;46;8;12;3;25;41;16;50;75;44;48;19;654;saint cernin de larche
19192;Saint-Chamant;7;6;10;18;6;33;50;41;46;18;7;8;12;20;9;32;48;33;53;31;488;saint chamant
19193;Saint-Cirgues-la-Loutre;2;0;4;4;0;7;15;16;25;11;1;0;2;1;0;7;16;13;31;20;175;saint cirgues la loutre
19194;Saint-Clément;15;19;33;64;29;109;158;97;83;33;30;21;40;65;20;124;150;76;106;50;1322;saint clement
19195;Saint-Cyprien;7;11;17;23;11;32;42;33;22;10;9;8;9;6;5;39;35;35;23;9;386;saint cyprien
19196;Saint-Cyr-la-Roche;8;12;21;36;15;31;66;29;27;13;9;9;16;25;12;35;73;23;28;12;500;saint cyr la roche
19198;Saint-Éloy-les-Tuileries;0;0;1;2;2;4;8;10;15;2;0;0;4;7;3;4;11;12;9;8;102;saint eloy les tuileries
19199;Saint-Étienne-aux-Clos;4;3;8;11;2;20;24;25;19;4;6;3;8;6;2;17;15;19;20;9;225;saint etienne aux clos
